-197.426 9.99201e-15 35 
-209.926 21.6506 35 
-209.926 21.6506 15 
-197.426 9.99201e-15 15 

-197.426 9.99201e-15 35 
-222.426 5.79536e-14 35 
-222.426 5.79536e-14 15 
-197.426 9.99201e-15 15 

-197.426 9.99201e-15 35 
-209.926 -21.6506 35 
-209.926 -21.6506 15 
-197.426 9.99201e-15 15 

-197.426 9.99201e-15 35 
-184.926 -21.6506 35 
-184.926 -21.6506 15 
-197.426 9.99201e-15 15 

-197.426 9.99201e-15 35 
-172.426 -1.06526e-13 35 
-172.426 -1.06526e-13 15 
-197.426 9.99201e-15 15 

-197.426 9.99201e-15 35 
-184.926 21.6506 35 
-184.926 21.6506 15 
-197.426 9.99201e-15 15 

-197.426 9.99201e-15 35 
-209.926 21.6506 35 
-209.926 21.6506 15 
-197.426 9.99201e-15 15 

