17.9017 -190.402 35 
-1.24944 -174.332 35 
-1.24944 -174.332 15 
17.9017 -190.402 15 

17.9017 -190.402 35 
-5.59064 -198.952 35 
-5.59064 -198.952 15 
17.9017 -190.402 15 

17.9017 -190.402 35 
13.5605 -215.022 35 
13.5605 -215.022 15 
17.9017 -190.402 15 

17.9017 -190.402 35 
37.0528 -206.471 35 
37.0528 -206.471 15 
17.9017 -190.402 15 

17.9017 -190.402 35 
41.394 -181.851 35 
41.394 -181.851 15 
17.9017 -190.402 15 

17.9017 -190.402 35 
22.2429 -165.781 35 
22.2429 -165.781 15 
17.9017 -190.402 15 

17.9017 -190.402 35 
-1.24944 -174.332 35 
-1.24944 -174.332 15 
17.9017 -190.402 15 

