-42.0983 -190.402 35 
-61.2494 -206.471 35 
-61.2494 -206.471 15 
-42.0983 -190.402 15 

-42.0983 -190.402 35 
-37.7571 -215.022 35 
-37.7571 -215.022 15 
-42.0983 -190.402 15 

-42.0983 -190.402 35 
-18.606 -198.952 35 
-18.606 -198.952 15 
-42.0983 -190.402 15 

-42.0983 -190.402 35 
-22.9472 -174.332 35 
-22.9472 -174.332 15 
-42.0983 -190.402 15 

-42.0983 -190.402 35 
-46.4395 -165.781 35 
-46.4395 -165.781 15 
-42.0983 -190.402 15 

-42.0983 -190.402 35 
-65.5906 -181.851 35 
-65.5906 -181.851 15 
-42.0983 -190.402 15 

-42.0983 -190.402 35 
-61.2494 -206.471 35 
-61.2494 -206.471 15 
-42.0983 -190.402 15 

