17.9017 -130.402 35 
-1.24944 -146.471 35 
-1.24944 -146.471 15 
17.9017 -130.402 15 

17.9017 -130.402 35 
22.2429 -155.022 35 
22.2429 -155.022 15 
17.9017 -130.402 15 

17.9017 -130.402 35 
41.394 -138.952 35 
41.394 -138.952 15 
17.9017 -130.402 15 

17.9017 -130.402 35 
37.0528 -114.332 35 
37.0528 -114.332 15 
17.9017 -130.402 15 

17.9017 -130.402 35 
13.5605 -105.781 35 
13.5605 -105.781 15 
17.9017 -130.402 15 

17.9017 -130.402 35 
-5.59064 -121.851 35 
-5.59064 -121.851 15 
17.9017 -130.402 15 

17.9017 -130.402 35 
-1.24944 -146.471 35 
-1.24944 -146.471 15 
17.9017 -130.402 15 

