75 45 -60 
105 45 -45 
105 105 -45 
75 105 -60 

75 45 -60 
105 45 -75 
105 105 -75 
75 105 -60 

75 45 -60 
45 45 -75 
45 105 -75 
75 105 -60 

75 45 -60 
45 45 -45 
45 105 -45 
75 105 -60 

75 45 -60 
105 45 -45 
105 105 -45 
75 105 -60 

